  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  3.9000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  3.9500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.0000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.0500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.1000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.1500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.2000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.2500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.3000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.3500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.4000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.4500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.5000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.5500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.6000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.6500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.7000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.7500e-13           99.98000000     47855390.50308880           0.00000000            0.00000000            0.00000000 
  4.8000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.8500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.9000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  4.9500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.0000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.0500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.1000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.1500e-13           99.98000000    132054563.63612348           0.00000000            0.00000000            0.00000000 
  5.2000e-13           99.98000000     43855695.63129912           0.00000000            0.00000000            0.00000000 
  5.2500e-13           99.98000000     43238054.00056976           0.00000000            0.00000000            0.00000000 
  5.3000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.3500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.4000e-13           99.98000000    126323163.15955268           0.00000000            0.00000000            0.00000000 
  5.4500e-13           99.98000000     41661549.26312035           0.00000000            0.00000000            0.00000000 
  5.5000e-13           99.98000000     82663878.21988830           0.00000000            0.00000000            0.00000000 
  5.5500e-13           99.98000000     40846245.81341749           0.00000000            0.00000000            0.00000000 
  5.6000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  5.6500e-13           99.98000000     40069667.81349582           0.00000000            0.00000000            0.00000000 
  5.7000e-13           99.98000000     39929718.01920212           0.00000000            0.00000000            0.00000000 
  5.7500e-13           99.98000000     39641152.97507060           0.00000000            0.00000000            0.00000000 
  5.8000e-13           99.98000000     39100228.65512926           0.00000000            0.00000000            0.00000000 
  5.8500e-13           99.98000000     38822656.11036919           0.00000000            0.00000000            0.00000000 
  5.9000e-13           99.98000000     38423630.27883192           0.00000000            0.00000000            0.00000000 
  5.9500e-13           99.98000000    114346772.16924877           0.00000000            0.00000000            0.00000000 
  6.0000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.0500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.1000e-13           99.98000000     74667241.45541519           0.00000000            0.00000000            0.00000000 
  6.1500e-13           99.98000000     37059979.69621672           0.00000000            0.00000000            0.00000000 
  6.2000e-13           99.98000000     73369829.27108589           0.00000000            0.00000000            0.00000000 
  6.2500e-13           99.98000000     36502888.34122051           0.00000000            0.00000000            0.00000000 
  6.3000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.3500e-13           99.98000000    143068702.44226009           0.00000000            0.00000000            0.00000000 
  6.4000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.4500e-13           99.98000000     70431949.66913861           0.00000000            0.00000000            0.00000000 
  6.5000e-13           99.98000000     34914134.61050723           0.00000000            0.00000000            0.00000000 
  6.5500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.6000e-13           99.98000000    103431995.46560739           0.00000000            0.00000000            0.00000000 
  6.6500e-13           99.98000000     34140018.07404632           0.00000000            0.00000000            0.00000000 
  6.7000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.7500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.8000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  6.8500e-13           99.98000000     33173866.55209607           0.00000000            0.00000000            0.00000000 
  6.9000e-13           99.98000000     66013341.28807829           0.00000000            0.00000000            0.00000000 
  6.9500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.0000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.0500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.1000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.1500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.2000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.2500e-13           99.98000000     62702249.86739781           0.00000000            0.00000000            0.00000000 
  7.3000e-13           99.98000000     31254037.01990231           0.00000000            0.00000000            0.00000000 
  7.3500e-13           99.98000000     30958537.42023794           0.00000000            0.00000000            0.00000000 
  7.4000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  7.4500e-13           99.98000000    152678550.17430660           0.00000000            0.00000000            0.00000000 
  7.5000e-13           99.98000000     60595916.45599940           0.00000000            0.00000000            0.00000000 
  7.5500e-13           99.98000000     90469337.62819786           0.00000000            0.00000000            0.00000000 
  7.6000e-13           99.98000000     59863731.73460321           0.00000000            0.00000000            0.00000000 
  7.6500e-13           99.98000000     29737439.66020000           0.00000000            0.00000000            0.00000000 
  7.7000e-13           99.98000000     29530667.08300174           0.00000000            0.00000000            0.00000000 
  7.7500e-13           99.98000000     29340013.84843373           0.00000000            0.00000000            0.00000000 
  7.8000e-13           99.98000000     29159642.41920686           0.00000000            0.00000000            0.00000000 
  7.8500e-13           99.98000000    115984586.53070706           0.00000000            0.00000000            0.00000000 
  7.9000e-13           99.98000000     28735975.57474685           0.00000000            0.00000000            0.00000000 
  7.9500e-13           99.98000000     28644873.61374097           0.00000000            0.00000000            0.00000000 
  8.0000e-13           99.98000000     28459001.88416010           0.00000000            0.00000000            0.00000000 
  8.0500e-13           99.98000000     28277144.14484723           0.00000000            0.00000000            0.00000000 
  8.1000e-13           99.98000000     56263123.28874623           0.00000000            0.00000000            0.00000000 
  8.1500e-13           99.98000000     83820089.79781404           0.00000000            0.00000000            0.00000000 
  8.2000e-13           99.98000000     55573754.48474648           0.00000000            0.00000000            0.00000000 
  8.2500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  8.3000e-13           99.98000000     27417527.05777245           0.00000000            0.00000000            0.00000000 
  8.3500e-13           99.98000000    163555098.06787163           0.00000000            0.00000000            0.00000000 
  8.4000e-13           99.98000000     54166364.46734704           0.00000000            0.00000000            0.00000000 
  8.4500e-13           99.98000000     53911151.01312807           0.00000000            0.00000000            0.00000000 
  8.5000e-13           99.98000000    133844162.76542084           0.00000000            0.00000000            0.00000000 
  8.5500e-13           99.98000000     53222869.04728933           0.00000000            0.00000000            0.00000000 
  8.6000e-13           99.98000000     26430668.21347246           0.00000000            0.00000000            0.00000000 
  8.6500e-13           99.98000000     78937201.69349778           0.00000000            0.00000000            0.00000000 
  8.7000e-13           99.98000000     52313536.85200699           0.00000000            0.00000000            0.00000000 
  8.7500e-13           99.98000000     25979382.84082261           0.00000000            0.00000000            0.00000000 
  8.8000e-13           99.98000000     77617457.43839653           0.00000000            0.00000000            0.00000000 
  8.8500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  8.9000e-13           99.98000000    128077469.49826907           0.00000000            0.00000000            0.00000000 
  8.9500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  9.0000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  9.0500e-13           99.98000000     25182266.71070986           0.00000000            0.00000000            0.00000000 
  9.1000e-13           99.98000000     25066788.37664308           0.00000000            0.00000000            0.00000000 
  9.1500e-13           99.98000000     24946029.87633074           0.00000000            0.00000000            0.00000000 
  9.2000e-13           99.98000000     49408697.58096965           0.00000000            0.00000000            0.00000000 
  9.2500e-13           99.98000000     73795232.11546795           0.00000000            0.00000000            0.00000000 
  9.3000e-13           99.98000000     48900062.04258457           0.00000000            0.00000000            0.00000000 
  9.3500e-13           99.98000000     97340412.22895865           0.00000000            0.00000000            0.00000000 
  9.4000e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  9.4500e-13           99.98000000     48221242.79201274           0.00000000            0.00000000            0.00000000 
  9.5000e-13           99.98000000     23941396.90694130           0.00000000            0.00000000            0.00000000 
  9.5500e-13           99.98000000     47661010.99351922           0.00000000            0.00000000            0.00000000 
  9.6000e-13           99.98000000     47478019.21841726           0.00000000            0.00000000            0.00000000 
  9.6500e-13           99.98000000     47181709.66554891           0.00000000            0.00000000            0.00000000 
  9.7000e-13           99.98000000     70365296.19899118           0.00000000            0.00000000            0.00000000 
  9.7500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  9.8000e-13           99.98000000     92956319.55316737           0.00000000            0.00000000            0.00000000 
  9.8500e-13           99.98000000            0.00000000           0.00000000            0.00000000            0.00000000 
  9.9000e-13           99.98000000     45976885.47628062           0.00000000            0.00000000            0.00000000 
  9.9500e-13           99.98000000     22840966.52146319           0.00000000            0.00000000            0.00000000 
  1.0000e-12           99.98000000     22791183.70513232           0.00000000            0.00000000            0.00000000 
