  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  3.1500e-13    78             0        1767        -2643          -875 
  3.2000e-13    78             0        1777        -2645          -868 
  3.2500e-13    78             0        1787        -2647          -861 
  3.3000e-13    79             0        1797        -2649          -853 
  3.3500e-13    79             0        1807        -2652          -844 
  3.4000e-13    80             0        1818        -2654          -836 
  3.4500e-13    80             0        1830        -2656          -826 
  3.5000e-13    81             0        1842        -2658          -817 
  3.5500e-13    81             0        1854        -2661          -806 
  3.6000e-13    82             0        1867        -2663          -796 
  3.6500e-13    82             0        1881        -2665          -785 
  3.7000e-13    83             0        1894        -2668          -773 
  3.7500e-13    84             0        1909        -2670          -761 
  3.8000e-13    84             0        1924        -2673          -749 
  3.8500e-13    85             0        1939        -2675          -736 
  3.9000e-13    86             0        1955        -2678          -723 
  3.9500e-13    86             0        1971        -2681          -709 
  4.0000e-13    87             0        1988        -2684          -696 
  4.0500e-13    88             0        2005        -2687          -682 
  4.1000e-13    89             0        2022        -2691          -668 
  4.1500e-13    89             0        2040        -2694          -654 
  4.2000e-13    90             0        2057        -2698          -640 
  4.2500e-13    91             0        2075        -2701          -626 
  4.3000e-13    92             0        2092        -2705          -613 
  4.3500e-13    92             0        2109        -2708          -599 
  4.4000e-13    93             0        2126        -2712          -586 
  4.4500e-13    94             0        2142        -2715          -573 
  4.5000e-13    95             0        2158        -2803          -646 
  4.5500e-13    95             0        2173        -2721          -549 
  4.6000e-13    96             0        2187        -2724          -537 
  4.6500e-13    97      80566455        2201        -2727          -526 
  4.7000e-13    97             0        2213        -2730          -516 
  4.7500e-13    98             0        2225        -2732          -507 
  4.8000e-13    98             0        2236        -2734          -498 
  4.8500e-13    98             0        2246        -2736          -491 
  4.9000e-13    99             0        2255        -2738          -484 
  4.9500e-13    99      95268835        2263        -2740          -477 
  5.0000e-13   100             0        2270        -2742          -472 
  5.0500e-13   100             0        2276        -2843          -567 
  5.1000e-13   100             0        2282        -2845          -563 
  5.1500e-13   100             0        2287        -2846          -559 
  5.2000e-13   101             0        2292        -2847          -555 
  5.2500e-13   101             0        2296        -2848          -552 
  5.3000e-13   101             0        2300        -2849          -549 
  5.3500e-13   101             0        2303        -2849          -546 
  5.4000e-13   101             0        2306        -2849          -543 
  5.4500e-13   101             0        2309        -2849          -540 
  5.5000e-13   101             0        2311        -2848          -537 
  5.5500e-13   101             0        2313        -2848          -535 
  5.6000e-13   102             0        2315        -2847          -532 
  5.6500e-13   102             0        2317        -2846          -529 
  5.7000e-13   102      53799051        2318        -2844          -526 
  5.7500e-13   102             0        2319        -2842          -524 
  5.8000e-13   102             0        2319        -2840          -521 
  5.8500e-13   102             0        2319        -2838          -519 
  5.9000e-13   102             0        2319        -2836          -517 
  5.9500e-13   102      77449396        2318        -2833          -515 
  6.0000e-13   102             0        2317        -2831          -513 
  6.0500e-13   102             0        2316        -2828          -512 
  6.1000e-13   102             0        2314        -2825          -511 
  6.1500e-13   101             0        2313        -2823          -510 
  6.2000e-13   101             0        2311        -2820          -510 
  6.2500e-13   101      69086968        2309        -2818          -509 
  6.3000e-13   101     169719622        2307        -2815          -509 
  6.3500e-13   101      91199546        2305        -2813          -508 
  6.4000e-13   101     137384071        2303        -2811          -508 
  6.4500e-13   101      76735451        2302        -2810          -508 
  6.5000e-13   101     109560410        2301        -2808          -508 
  6.5500e-13   101     122512432        2300        -2807          -508 
  6.6000e-13   101             0        2299        -2807          -508 
  6.6500e-13   101             0        2299        -2806          -508 
  6.7000e-13   101      98614047        2299        -2806          -508 
  6.7500e-13   101      86571977        2299        -2807          -507 
  6.8000e-13   101      54322819        2300        -2807          -507 
  6.8500e-13   101      62289140        2301        -2808          -507 
  6.9000e-13   101      76618562        2302        -2809          -507 
  6.9500e-13   101             0        2303        -2810          -507 
  7.0000e-13   101             0        2304        -2811          -507 
  7.0500e-13   101             0        2305        -2812          -507 
  7.1000e-13   101     138430072        2307        -2814          -507 
  7.1500e-13   101      79792235        2308        -2815          -507 
  7.2000e-13   101      57348812        2309        -2816          -507 
  7.2500e-13   101             0        2310        -2818          -507 
  7.3000e-13   101             0        2311        -2819          -508 
  7.3500e-13   101     147148035        2312        -2820          -508 
  7.4000e-13   101             0        2313        -2822          -509 
  7.4500e-13   101      52838395        2313        -2823          -510 
  7.5000e-13   101             0        2313        -2824          -511 
  7.5500e-13   101      50516908        2313        -2825          -512 
  7.6000e-13   101     114339279        2312        -2826          -514 
  7.6500e-13   101     184631261        2311        -2827          -516 
  7.7000e-13   101      57776516        2309        -2828          -518 
  7.7500e-13   101     261873561        2308        -2828          -520 
  7.8000e-13   101     111702883        2305        -2828          -523 
  7.8500e-13   101             0        2303        -2829          -526 
  7.9000e-13   101             0        2300        -2829          -529 
  7.9500e-13   101      83019196        2296        -2829          -533 
  8.0000e-13   101      64577223        2292        -2829          -537 
  8.0500e-13   100      62810833        2288        -2829          -541 
  8.1000e-13   100     122078755        2283        -2829          -546 
  8.1500e-13   100     115408330        2278        -2828          -550 
  8.2000e-13   100             0        2273        -2828          -555 
  8.2500e-13    99      26846668        2267        -2827          -560 
  8.3000e-13    99      44404458        2262        -2827          -565 
  8.3500e-13    99      49059254        2256        -2826          -570 
  8.4000e-13    99      99933044        2251        -2825          -574 
  8.4500e-13    99      47292423        2246        -2824          -578 
  8.5000e-13    98             0        2241        -2823          -582 
  8.5500e-13    98             0        2237        -2822          -585 
  8.6000e-13    98             0        2233        -2821          -588 
  8.6500e-13    98             0        2230        -2820          -591 
  8.7000e-13    98      27105749        2226        -2820          -593 
  8.7500e-13    98             0        2224        -2819          -595 
  8.8000e-13    97             0        2222        -2766          -544 
  8.8500e-13    97      50645482        2221        -2765          -544 
  8.9000e-13    97             0        2220        -2764          -544 
  8.9500e-13    97             0        2221        -2764          -543 
  9.0000e-13    97             0        2222        -2763          -542 
  9.0500e-13    98      71491585        2223        -2763          -540 
  9.1000e-13    98      94023930        2225        -2762          -537 
  9.1500e-13    98      47027354        2228        -2762          -534 
  9.2000e-13    98             0        2231        -2762          -531 
  9.2500e-13    98             0        2235        -2762          -527 
  9.3000e-13    98      42413693        2238        -2762          -523 
  9.3500e-13    98      46311857        2242        -2762          -519 
  9.4000e-13    99      56887067        2246        -2762          -516 
  9.4500e-13    99     132530723        2250        -2762          -512 
  9.5000e-13    99      61576797        2254        -2762          -509 
  9.5500e-13    99      41687655        2257        -2762          -505 
  9.6000e-13    99      73269341        2260        -2763          -503 
  9.6500e-13    99             0        2263        -2763          -501 
  9.7000e-13    99      59939527        2265        -2764          -499 
  9.7500e-13    99      65573467        2267        -2764          -498 
  9.8000e-13    99     133280966        2268        -2765          -497 
  9.8500e-13   100      67927503        2269        -2765          -496 
  9.9000e-13   100             0        2269        -2766          -496 
  9.9500e-13   100     118618070        2270        -2767          -497 
  1.0000e-12   100             0        2269        -2767          -498 
