  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  8.6000e-13    98             0        2233            0          2233 
  8.6500e-13    98             0        2230            0          2230 
  8.7000e-13    98      27105749        2226            0          2226 
  8.7500e-13    98             0        2224            0          2224 
  8.8000e-13    97             0        2222            0          2222 
  8.8500e-13    97      50645482        2221            0          2221 
  8.9000e-13    97             0        2220            0          2220 
  8.9500e-13    97             0        2221            0          2221 
  9.0000e-13    97             0        2222            0          2222 
  9.0500e-13    98      71491585        2223            0          2223 
  9.1000e-13    98      94023930        2225            0          2225 
  9.1500e-13    98      47027354        2228            0          2228 
  9.2000e-13    98             0        2231            0          2231 
  9.2500e-13    98             0        2235            0          2235 
  9.3000e-13    98      42413693        2238            0          2238 
  9.3500e-13    98      46311857        2242            0          2242 
  9.4000e-13    99      56887067        2246            0          2246 
  9.4500e-13    99     132530723        2250            0          2250 
  9.5000e-13    99      61576797        2254            0          2254 
  9.5500e-13    99      41687655        2257            0          2257 
  9.6000e-13    99      73269341        2260            0          2260 
  9.6500e-13    99             0        2263            0          2263 
  9.7000e-13    99      59939527        2265            0          2265 
  9.7500e-13    99      65573467        2267            0          2267 
  9.8000e-13    99     133280966        2268            0          2268 
  9.8500e-13   100      67927503        2269            0          2269 
  9.9000e-13   100             0        2269            0          2269 
  9.9500e-13   100     118618070        2270            0          2270 
  1.0000e-12   100             0        2269            0          2269 
