  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  1.9500e-13   114     210302975        2594            0          2594 
  7.0500e-13   114     209165318        2593            0          2593 
  4.6000e-13   113     211367413        2581            0          2581 
  9.4500e-13   113     208344047        2578            0          2578 
  2.0000e-13   113     210438388        2577            0          2577 
  7.1000e-13   113     210353681        2576            0          2576 
  4.6500e-13   113     230292213        2567            0          2567 
  9.5000e-13   112     251054857        2565            0          2565 
  2.0500e-13   113     286446663        2565            0          2565 
  7.1500e-13   112     271460505        2565            0          2565 
  4.7000e-13   112     294406542        2561            0          2561 
  9.5500e-13   112     323577534        2564            0          2564 
  2.1000e-13   113     211092893        2567            0          2567 
  7.2000e-13   113     211092893        2567            0          2567 
  4.7500e-13   113     211365081        2572            0          2572 
  9.6000e-13   113     292007143        2579            0          2579 
  2.1500e-13   114     410479276        2588            0          2588 
  7.2500e-13   114     289420140        2591            0          2591 
  4.8000e-13   114     348486086        2592            0          2592 
  9.6500e-13   114     318842543        2594            0          2594 
  2.2000e-13   114     357011072        2600            0          2600 
  7.3000e-13   114     236129845        2603            0          2603 
  4.8500e-13   114     258691918        2605            0          2605 
  9.7000e-13   114     330817138        2603            0          2603 
  2.2500e-13   114     292435269        2606            0          2606 
  7.3500e-13   114     211580319        2610            0          2610 
  4.9000e-13   114     211580319        2610            0          2610 
  9.7500e-13   115     401439017        2611            0          2611 
  2.3000e-13   115     390852697        2611            0          2611 
  4.9500e-13   115     347836129        2623            0          2623 
  7.4000e-13   115     347836129        2623            0          2623 
  9.8000e-13   115     536923610        2632            0          2632 
  2.3500e-13   115     524093771        2633            0          2633 
  5.0000e-13   116     522764269        2649            0          2649 
  7.4500e-13   116     522764269        2649            0          2649 
  9.8500e-13   117     539571080        2668            0          2668 
  2.4000e-13   117     549370329        2678            0          2678 
  7.5000e-13   118     621565628        2691            0          2691 
  9.9000e-13   119     623504659        2704            0          2704 
  2.4500e-13   120     620048421        2726            0          2726 
  9.9500e-13   120     623309161        2742            0          2742 
  2.5000e-13   121     620719926        2756            0          2756 
  1.0000e-12   121     622461709        2765            0          2765 
